Resource Type,ID,URL
Portfolio,'53111889950005159',http://proxy.lib.trentu.ca/login?url=http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11824.0826479022
Portfolio,'53111888910005159',http://proxy.lib.trentu.ca/login?url=http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14501.9780240811598
Portfolio,'53111888570005159',http://proxy.lib.trentu.ca/login?url=http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14674.9780470556993
Portfolio,'53111889810005159',http://proxy.lib.trentu.ca/login?url=http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13572.9781444310993
Portfolio,'53111888150005159',http://proxy.lib.trentu.ca/login?url=http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14017.9780226993386
Portfolio,'53111888230005159',http://proxy.lib.trentu.ca/login?url=http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10236.0123739985
Portfolio,'53111888630005159',http://proxy.lib.trentu.ca/login?url=http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12824.9780470773161
Portfolio,'53111888710005159',http://proxy.lib.trentu.ca/login?url=http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13558.9780470502181
Portfolio,'53111888170005159',http://proxy.lib.trentu.ca/login?url=http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11416.9780754682516
Portfolio,'53111889670005159',http://proxy.lib.trentu.ca/login?url=http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13557.9780470386354
